content,score,at,userName,thumbsUpCount,reviewCreatedVersion,app_id,app_name,sentiment
𝗛𝗮𝗺𝗽𝗶𝗿 𝘀𝗲𝘁𝗲𝗻𝗴𝗮𝗵 𝗷𝗮𝗺 𝘁𝗼𝗽 𝘂𝗽 𝗴𝗮𝗽𝗮𝘆 𝘁𝗮𝗽𝗶 𝘀𝗮𝗹𝗱𝗼 𝗸𝗼𝗸 𝗯𝗲𝗹𝘂𝗺 𝗺𝗮𝘀𝘂𝗸 𝘆𝗮,1,2026-06-05T13:41:21.000000,Eko Rahayu,0,5.61.1,com.gojek.app,Gojek,Negatif
pelayanan nya baik banget,5,2026-06-12T10:12:43.000000,Hafiz Blue,1,,com.gojek.app,Gojek,Positif
profesional . ok,5,2026-06-06T12:06:17.000000,Muhammad Irfan,0,5.61.1,com.gojek.app,Gojek,Positif
cepat tepat,5,2026-05-13T03:34:21.000000,PELAMINAN ANCU PAYAKUMBUH,0,5.44.1,com.gojek.app,Gojek,Positif
maksimal dan optimal,5,2026-05-26T07:35:38.000000,Faridcandra Candra,0,5.61.1,com.gojek.app,Gojek,Positif
apk dana skarang kok GK aman y saldo di dana ku bisa hilang sndiri mna saldo y lumayan besar lgi mengecewakan😭😭,1,2026-06-28T07:43:36.000000,Aisyah Nuraulia,0,2.131.1,id.dana,DANA,Negatif
saldo refund tokped kanapa gak bisa di pake? lu yang masukin dana refund malah ga bisa di pake niat rampok lu ? apa jualan? 1/100000000 nilai yang sangat pantas,1,2026-06-13T06:08:42.000000,Ahmad Dani fahrezi pratama,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"semuanya bagus hanya kalau narik uang gak bisa semua masuk ke dana misal 10 rb yang gak masuk malah 5 RB,tolong di perbaiki.",5,2026-06-27T05:00:55.000000,Maria Boru Ginting,0,2.131.1,id.dana,DANA,Positif
paylater nya sengaja ga ngasih info biar kita telat bayar terus kena denda. otw uninstall,1,2026-06-05T14:14:34.000000,Muhammad Aziz Fikry,1,5.62.2,com.gojek.app,Gojek,Negatif
pengantaran aesuai dan tepat waktu,5,2026-05-08T06:39:31.000000,Mercy Cakra,0,,com.gojek.app,Gojek,Positif
dana sekarang ga bisa lihat bukti tf yah ga bagus bgt,1,2026-06-26T11:50:46.000000,dinar damayanti,0,2.131.1,id.dana,DANA,Negatif
"terimakasih pd apk DANA.. sangat membantu bagi kmi,untuk transaki lbih mudah...",3,2026-06-24T05:45:06.000000,Nanin Nava,0,2.127.0,id.dana,DANA,Netral
"harga sangat terjangkau lebihurah dari aplikasi online lain , mantap dehhh...😄😀👍👍👍👍👍😍🙋",5,2026-04-03T11:39:25.000000,Ade Nuriman,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Positif
aplikasi ga jelas kupon pengguna baru ga bisa digunakan apalah,1,2026-06-26T17:07:52.000000,ikyy ganteng,1,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
"ngelag bgt, kalo pake wifi buka gambar produk lama!!",1,2026-04-06T01:01:00.000000,Yusuf Bahtiar,0,,com.tokopedia.tkpd,Tokopedia,Negatif
Good.,5,2026-06-05T06:21:58.000000,Jakatarub,0,5.61.1,com.gojek.app,Gojek,Positif
y bgs lopyu,5,2026-06-03T05:01:15.000000,zziel,0,5.61.1,com.gojek.app,Gojek,Positif
kembalikan Dana sayaaaaaaaaaa yg sudah di Tarik Dari apk story,5,2026-06-26T10:51:06.000000,ALDIN TA'JUDIN,0,,id.dana,DANA,Positif
parahh cuy jualan harga 830rb yang didapat cuma 680 busett pajaknya ga ngotak,1,2026-04-06T07:17:21.000000,Maulana Firmansyah,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Negatif
"sudah habis sabar ku, tiap mau lihat saldo selalu dibikin frustasi dimana letaknya. kenapa sih g ditaruh ditempat yang mudah terlihat saja",1,2026-04-17T14:24:04.000000,m h,0,3.360.0,com.tokopedia.tkpd,Tokopedia,Negatif
tolong kembalikan saldo saya sebesar 50k dari A+ rewards soalnya saya transaksi disana yg voucher digital idm 100k harga 10k gagal semua dan saya transaksi 7x dan baru 20k yg di refund. sisa 50k lagi dan sampai saat ini belum di refund juga. saya sudah lapor di aplikasi serta di akun gojekindonesia di Instagram tapi sampai saat ini belum juga di refund🙏,1,2026-06-19T12:57:35.000000,Laila Rahmi,1,4.28.4,com.gojek.app,Gojek,Negatif
Mantap sih produk lokal,5,2026-06-11T01:55:46.000000,azmi elaskandary,1,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
Jelek harganya ga jelas,1,2026-06-03T02:42:08.000000,Dwi Natasha,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Negatif
"Buka aplikasi berat semakin lama semakin berat, sering pembatalan transaksi banyak membuang waktu, merugikan buyer, tidak simple banyak fitur useless yg mengakibatkan berat berjalan diaplikasi metode pembayaran sering hang, notif pemberitahuan transaksi tidak nyampe jadi selalu harus dicek...banyak memakan waktu, harap cari programer yg handal tidak ecek ecek...jadi transaksi disini harus pake handphone canggih, padahal tidak semua orang bisa mengakses program yg ribet dan berat",1,2026-06-27T08:18:47.000000,John Kozack,1,3.370.0,com.tokopedia.tkpd,Tokopedia,Negatif
drevernya sopan dan penampilan rapi tingkatkan kebersihan kostum mu,3,2026-06-16T23:00:34.000000,Suliyem Aja,0,5.61.1,com.gojek.app,Gojek,Netral
sangat membantu..diskon real ..gratis ongkir,5,2026-04-11T07:14:33.000000,Ammar khusmin Alkhoholi,0,3.358.0,com.tokopedia.tkpd,Tokopedia,Positif
"lovvv bangettt, harganya terjangkau, cocok banget kalo mau pergi tapi ga ada kendaraan/ga ada yg antar, kalo mau makanan tapi males pergi jauh jauh best banget pokoknya, tapi sayangnya ga banyak resto/toko yg pakai ini..",5,2026-05-09T10:30:19.000000,Refa Kurniaasih,1,5.50.1,com.gojek.app,Gojek,Positif
semoga Gojek semakin berjaya. Aamiin ya Rabbal Alamiin,5,2026-06-01T08:05:17.000000,arif ardiyanto,0,,com.gojek.app,Gojek,Positif
riwayat belanjaku kok hilang ya min ?,3,2026-06-14T04:32:07.000000,Muji Harto71,5,3.368.0,com.tokopedia.tkpd,Tokopedia,Netral
baru download,5,2026-05-17T05:32:23.000000,Juariyah Mita,0,,com.tokopedia.tkpd,Tokopedia,Positif
Aman dan Nyaman.,5,2026-06-27T00:03:50.000000,Ahmad Sofyan,0,5.64.2,com.gojek.app,Gojek,Positif
2🤬,1,2026-05-04T08:50:35.000000,Yusuf Kurniawan (Joseph),0,3.341.2,com.tokopedia.tkpd,Tokopedia,Negatif
mantap dan sangat membantu,5,2026-06-22T07:11:43.000000,Feri Ferdiansyah,0,2.130.1,id.dana,DANA,Positif
pengiriman dalam satu kota pun harus menunggu berhari hari...lalot benar mending pesan langsung tanpa melalui aplikasi in...ngawur...terlalu ribet,1,2026-04-30T08:18:24.000000,leko segar,1,3.361.0,com.tokopedia.tkpd,Tokopedia,Negatif
"promonya nipu, diapakai tidak berlaku",1,2026-04-28T02:36:03.000000,Ana Farkhana,0,3.361.0,com.tokopedia.tkpd,Tokopedia,Negatif
ok sip mantap,5,2026-06-09T01:50:00.000000,Adi Cipta Pardosi,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
sering ga dapet driver buat gofood,1,2026-05-31T12:14:32.000000,Syahira Aulia,1,5.61.1,com.gojek.app,Gojek,Negatif
"tolong lah gojek yg terhormat jgn nomor customer tu disamarkan susah dihubungi customer nya, ditambah org pakai wa semua tolong lah,GK ada org yg paket telpon biasa soalnya itu ketinggalan jaman kek zaman batu ,tolong upgrade sikit masak apk sebelah gampang dpt nomor hpnya.semoga ini didengar",3,2026-06-08T09:40:44.000000,Huget Huget,0,5.62.2,com.gojek.app,Gojek,Netral
Sopir SDM Rendah dilarang gabung di aplikasi gojek.,5,2026-05-26T02:43:24.000000,Muhammad Haikal Arisyi Caniago,0,,com.gojek.app,Gojek,Positif
sangat membantu pergi kmn2,5,2026-05-09T12:48:00.000000,Novi Novianti,0,5.58.1,com.gojek.app,Gojek,Positif
lebih Bagus dari aplikasi sebelah,5,2026-06-12T16:11:27.000000,pahala manalu,1,,com.tokopedia.tkpd,Tokopedia,Positif
toko pedia aja jangan shopee,5,2026-06-21T17:23:05.000000,Lee Stiv,0,,com.tokopedia.tkpd,Tokopedia,Positif
"udah brp kali co tp selalu tidak di kirim, seller banyak yg tidak aktiv, tidak bisa login kata mereka pasa saya tanya lewat chat di kontak saya. parahh ni apk",2,2026-04-09T05:09:31.000000,Penipuan Jar,0,,com.tokopedia.tkpd,Tokopedia,Negatif
Good Job,5,2026-06-23T03:40:31.000000,Siti Chaerani Putri,0,5.64.2,com.gojek.app,Gojek,Positif
"penarikan saldo lama sekali bagaimana ini. ini uang, uang saya lho kok di susah susah.in",1,2026-06-05T06:23:28.000000,Mochammad Mabrur,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Negatif
biar ada banyak kompetitor sy tetap toko hijau alias toko pedia,5,2026-06-28T03:38:16.000000,Aji ibnu Rosyadi,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Positif
penipu... pas blm cek out ada focer 50 rebu begitu cek out ilang focer nya kembali ke harga awal.... ya mending batalin aja lah,1,2026-06-27T07:25:55.000000,Rudi Fahrudin30,1,3.370.0,com.tokopedia.tkpd,Tokopedia,Negatif
barang sesuai dgn yg d pesan,5,2026-05-28T04:58:07.000000,Imas Wati,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
"Saya mau mengisi data rekening bank, tapi kenapa kolom isian rekening nya tidak ada... Bisa bantu?",4,2026-04-05T07:11:53.000000,Toto Pranowo,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Positif
"membantu disaat tidakanda kendaraan dirumah , entah itu buat keluar , beli makanan , banyak diskon promo lainnya yang menarik",5,2026-05-24T16:09:50.000000,Lely Tika,0,5.61.1,com.gojek.app,Gojek,Positif
bagus sih. cm syng aneh ngsh limit paylater cm 200 sudah melakukan 6x pelunasan tanpa telat ttp aja 200 . nanti mau dbyr lg. kl gk naik limit ny gk akan belanja lg ditokopedia. percuma limit 200 gk ckp bl ini itu,5,2026-05-19T10:18:04.000000,anto Adrian hermawan,0,,com.tokopedia.tkpd,Tokopedia,Positif
selalu menyenangkan,5,2026-05-21T11:59:05.000000,nurliya liya,0,,com.gojek.app,Gojek,Positif
Aplikasi terbaik,5,2026-05-14T00:56:55.000000,Wahyu Jatmiko,0,5.60.1,com.gojek.app,Gojek,Positif
aplikasi yang baguss,5,2026-06-25T06:12:34.000000,Hafiz Another,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Positif
"kalo ada event sering betul ga bisa di klaim, masa iya telat sedetik abis gila betul",3,2026-06-26T05:06:45.000000,Alloysius Yefta,0,2.131.1,id.dana,DANA,Netral
aku sangat bangga di apk dana ini sangat aman,5,2026-06-26T14:52:11.000000,Yaredi Waruwu,0,2.131.1,id.dana,DANA,Positif
aplikasi yg mudah digunakan,5,2026-06-26T10:31:57.000000,hannysoebandi 0608,0,5.64.2,com.gojek.app,Gojek,Positif
isthe best,5,2026-06-23T15:37:50.000000,suherman herman,0,,id.dana,DANA,Positif
baru mau coba belanja online di sini,5,2026-06-20T04:19:57.000000,Nengsihcurup Nengsih,0,,com.tokopedia.tkpd,Tokopedia,Positif
sangat mendukung dn bagus tuk keperluan sehari hari dn jangka panjang,5,2026-06-22T15:23:17.000000,Noper 79,0,2.129.0,id.dana,DANA,Positif
saya mau ubah no HP yg terdaftar di app karna no HP sudah tidak aktif dan saya mau ganti kenapa ribet banget SEKALI LAGI SAYA BILANG NOMOR SUDAH TIDAK AKTIF JANGAN SURUH SAYA VERIFIKASI KE NO YG SUDAH TIDAK AKTIF KONYOL,1,2026-05-24T05:56:35.000000,Hendra payau,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Negatif
"aplikasi makin lama makin kacau, gopaylater tiba2 hilang dr metode pembayaran, pdhl jatuh tempo tunggakan blm sampai, cicilan bahkan dlunaskan sebelum tanggal jatuh tempo, dan gk pernah telat, tiba2 ktnya gk bs dpakai karna di tangguhkan, complain CS malah di lempar2 kacau udah ini pertanda gk tahan lama",1,2026-06-21T07:09:22.000000,Liuz Hary,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"kemana"" mudah dan drivernya ramah""..",5,2026-05-12T04:22:39.000000,Anif Imawati,0,,com.gojek.app,Gojek,Positif
lemot,1,2026-05-05T14:29:58.000000,Hendri Susanto,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"anak saya pulang sekolah selalu pakai gojek,Alhamdulillah amanah pelayanannya..terima kasih driver gojek",5,2026-05-11T05:50:52.000000,Novi Andriyani,0,5.59.1,com.gojek.app,Gojek,Positif
"ada uang mencurigakan, aku mau tau itu uang dari mana tapi ga bisa dapat info apa apa. bisa jadi uang digitalku atau uang kesasar. yasudahlah biarin aja, risih juga kalau pake tapi ada uang antahbaranta",1,2026-06-27T18:26:13.000000,wildan syahrial,0,2.129.0,id.dana,DANA,Negatif
sebenarnya bagus apk nya tapi iklannya nge ganggu bgt hp ku jadi nge lag Mulu gara gara ga sengaja ngebuka apk nyadari iklan☹️,1,2026-06-16T01:52:09.000000,Pasca Ramadhan,1,5.63.1,com.gojek.app,Gojek,Negatif
"sangat bermanfaat bagi yang tidak mempunyai transportasi dan juga murah ,cepat.",5,2026-06-20T03:24:17.000000,zhafif erlangga 7b,0,5.63.1,com.gojek.app,Gojek,Positif
banyak diskon nya,5,2026-06-03T23:49:15.000000,Citra,0,3.366.0,com.tokopedia.tkpd,Tokopedia,Positif
bisa top up,5,2026-06-21T22:42:09.000000,Putra Karang duren,0,2.129.0,id.dana,DANA,Positif
"Mantap, sat set",5,2026-05-18T03:17:33.000000,Utami Dewi,0,5.60.1,com.gojek.app,Gojek,Positif
aplikasi ini sangat membantu dan harganya murah,5,2026-06-13T04:36:23.000000,abcdefghijklmnopqrstuvwxyz,1,,com.gojek.app,Gojek,Positif
"sering banget transaksi pake dana, tapi kenapa ya dana instan nya belum muncul juga, dan juga limit payleter nya gak naik-naik",5,2026-06-27T20:58:06.000000,Benny Iskandar,0,2.131.1,id.dana,DANA,Positif
bermanfaat bgtt,5,2026-05-30T08:02:21.000000,Nazwa Anindhita,0,5.61.1,com.gojek.app,Gojek,Positif
Dana cicilnya mahal bgt bunganya...😂😂😂,3,2026-06-27T12:54:30.000000,Alfan Firdaus,0,,id.dana,DANA,Netral
"sangat membantu, mantap",5,2026-05-25T03:03:27.000000,Fazli Zulfikar,0,5.60.1,com.gojek.app,Gojek,Positif
kenapa dana jadi nge bug,3,2026-06-27T11:59:47.000000,cpm gank,0,,id.dana,DANA,Netral
g ad gratis ongkir.,1,2026-06-23T03:03:38.000000,Wahyunurul Laili321,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
JOSJISSSS,5,2026-06-11T06:41:53.000000,Fdhiilah 16,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
Bagus dan gampang digunakan,5,2026-06-24T23:12:09.000000,Agung Dewo Nugroho,0,5.64.2,com.gojek.app,Gojek,Positif
sangat dan sllu membantu disaat saya membutuhkan transportasi 🙏🙏,5,2026-06-21T22:30:11.000000,Theresia Yanuarthie,0,5.63.1,com.gojek.app,Gojek,Positif
semoga gojek jaya terus,5,2026-05-16T20:48:35.000000,Yunus Simatupang,0,5.59.1,com.gojek.app,Gojek,Positif
Indonesia emas,5,2026-06-16T08:30:42.000000,nizamazmi7765 azminbot,0,,com.tokopedia.tkpd,Tokopedia,Positif
"saya ada orderan bermasalah, selesai payment dari tgl 29 Juni sampai sekarang barang belum datang . estimasi tgl 7 juli . tgl 8 aku tanya in lagi , komplain diajukan suruh nunggu proses 3 hari tgl 11. sampai bintang 1 turun masih gak ada kejelasan. ganti aja langsung saldo 300jt . nyesel gua udh pake toko pedia. mending balik ke Oren. done. tambah sekarang mulai masuk tablet² china yg jelas² nipu konsumen.klo yg ini better ke bli biru asli real gak ada sampah di sana",1,2026-05-08T07:08:49.000000,Wahyu Darmadiono,3,3.362.0,com.tokopedia.tkpd,Tokopedia,Negatif
gojek tmbah uprage dan bagus,5,2026-06-24T01:23:39.000000,Nadifa Alfatunnisa,0,5.53.2,com.gojek.app,Gojek,Positif
tolong gofood di gojek untuk resto dengan makanan non halal dikasih tanda di pencarian kalau non halal . karena kadang saya nemuin resto yg menjual daging b2 tp ga ada label halal. untuk ga sampe kepesan .,4,2026-06-12T11:16:51.000000,lucky arie sandi,0,5.61.1,com.gojek.app,Gojek,Positif
nyesel donlodd juga.lagi butuh butuhnya kendaraan malahh pada nolakk.di prioritaskann malahh kaga ada yang nyautt,1,2026-05-25T14:37:06.000000,Rohman Kusuma,1,5.61.1,com.gojek.app,Gojek,Negatif
suka cepat LG klu naik gojek 💪,5,2026-05-14T14:06:52.000000,Erli Azizah,0,5.60.1,com.gojek.app,Gojek,Positif
saya kira duolingo,4,2026-06-01T07:01:25.000000,Hanami Alkhawarizmi,0,,com.tokopedia.tkpd,Tokopedia,Positif
cepat bersih aman tanks pak gojek,5,2026-05-27T07:38:31.000000,Thyan Rohaya,0,5.61.1,com.gojek.app,Gojek,Positif
"fitur dlm aplikasi sdh bagus cm sering bgt posisi kita salah terbaca oleh maps jd driver kesulitan lokasi kita yg benar, mohon diperbaiki, terima kasih",5,2026-05-21T16:22:34.000000,Kabul Gupitarsilo,0,3.37.1,com.gojek.app,Gojek,Positif
terima kasih,5,2026-04-03T09:06:22.000000,Yudha Azmi,0,3.358.0,com.tokopedia.tkpd,Tokopedia,Positif
promonya mantan dn cepat,5,2026-05-26T08:45:41.000000,Lukman Putra,0,,com.gojek.app,Gojek,Positif
"apk gajelas banyak masalah nya , mau transaksi error terus",1,2026-06-21T11:40:55.000000,Hugo NT,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
pokoknya keren dah ini aplikasi,5,2026-05-18T09:32:57.000000,Put Dil,0,5.60.1,com.gojek.app,Gojek,Positif
"gw bayar pake dana untuk premium aplikasi sebelah, uangnya terpotong tapi premium di aplikasi sebelah tidak masuk, uang hilang tanpa jejak, tidak ada pemberitahuan.. ini aplikasi penipuan.. jangan di dowload",1,2026-06-27T06:43:31.000000,Friends of darkness,0,2.129.0,id.dana,DANA,Negatif
muantap,5,2026-06-22T09:16:59.000000,frody Asparizal,0,2.123.2,id.dana,DANA,Positif
pelangan rela menunda lapar bos apalgi dreper lebih perih bos liat dibuperta mereka rela mengantri makanan kaya orang ngemis ngapa laper orderan kaga masuk. ada masuk gopay Mulu bos dan satu lagi ente order nya pake diskon Mulu bos diskon itu yang ke seksa 2 orang resto sama dreper bos kantor gojek motong ongkir dreper upama ongkir ceban Otong goceng dreper dapat goceng bos,1,2026-06-26T15:06:49.000000,yayat,5,5.64.2,com.gojek.app,Gojek,Negatif
drivernya,1,2026-06-15T05:53:29.000000,alung putra,1,,com.gojek.app,Gojek,Negatif
"kadang kadang suka eror tidak bisa memilih metode pembayaran gopay ,",2,2026-06-19T07:03:47.000000,Avel,0,,com.gojek.app,Gojek,Negatif
sangat membantu apk ini promo nya sering bgt,5,2026-06-15T01:49:40.000000,Cindy Rahmw,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
gak bisa cod.aplikasi.saya gak suka gak bisa bayar di tempat,3,2026-05-15T07:24:46.000000,Muhamad Nasir,0,3.361.0,com.tokopedia.tkpd,Tokopedia,Netral
"apk gak jelas bikin badmood pagi""",1,2026-06-12T01:45:32.000000,Regina Aulia Putri,0,5.60.1,com.gojek.app,Gojek,Negatif
cukup bagus,5,2026-05-30T13:09:09.000000,Eman Suherman,0,5.61.1,com.gojek.app,Gojek,Positif
"bagus, cuman aga ngebug dikit njirt",4,2026-06-06T13:30:40.000000,Maheza,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
skem diskon pengguna baru,3,2026-04-02T09:39:01.000000,Angga Takahashi,0,3.358.0,com.tokopedia.tkpd,Tokopedia,Netral
"upgrade yaa, biar bisa bersaing sama yg lainnn. banyakin diskon/promosi gituu sama ongkirnya dikurangin laa",4,2026-06-15T07:12:52.000000,Siti Adilah,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
jelek susah di buka,1,2026-06-27T22:43:05.000000,Agung saefullah,0,,com.gojek.app,Gojek,Negatif
tiap pesen go car selalu di cansel sama driver nya. maless sekaliii.,2,2026-06-24T07:46:14.000000,Titin Riyanti,0,5.64.2,com.gojek.app,Gojek,Negatif
"aplikasi top lengkap, no ngelag pokoknya jos deh",5,2026-06-16T16:38:38.000000,Rafael ginting,0,,com.gojek.app,Gojek,Positif
sangat merekomendasi,5,2026-05-29T04:24:38.000000,Aprizal Rizal,0,,com.gojek.app,Gojek,Positif
makasih tokopedia bagus bngt belanja disini bikin bahagia karna banyak promo yang ta terduga,5,2026-06-04T06:58:09.000000,Vanal kiaa,1,3.366.0,com.tokopedia.tkpd,Tokopedia,Positif
pengalaman belanja lewat aplikasi ini ... barang belum sampai di rumah sesuai alamat dan sesuai ketentuan batas pengiriman. ajukan komplain tapi dengan solusi sepihak dari Admin komplain dianggap selesai. ajukan komplain lagi Diminta nunggu 15 hari lagi tanpa kepastian. Sebagai pembeli sangat dirugikan ... Tokopedia lebih berpihak pada penjual tapi mengabaikan hak pembeli yg sudah bayar tapi tidak terima barang dan dianggap aetuju dengan solusi sepihak Tokopedia,1,2026-05-30T07:52:02.000000,Leo Naftali,0,3.251,com.tokopedia.tkpd,Tokopedia,Negatif
"wah, Alhamdulillah cepat dan tepat, Plus promo promo nya bikin kantong gak bolong, terimakasih GO-JEK, memo ku penuh",5,2026-05-24T06:00:18.000000,ALAMSYAH Roni,0,,com.gojek.app,Gojek,Positif
knpa dana tiba2 ga bisa bayar tolong perbaikin,5,2026-06-21T08:37:08.000000,Kharlos tuckan,0,2.129.0,id.dana,DANA,Positif
"saya belanja diawal bulan. Hampir 2 minggu barang tidak sampai tujuan. Hasilnya Pesanan saya hilang. Jadi saya terima refund. dana refund yg saya terima tidak sesuai dengan dana yg saya keluarkan alias dipotong asuransi . Seharusnya biaya asuransi itu jangan dibebankan ke konsumen, walaupun tidak banyak tetapi pihak aplikator harusnya meringankan dan mempermudah konsumen yg sudah dikecewakan. Jangan mencari keuntungan diatas para konsumen. Buruk aplikasi ini.",1,2026-05-14T08:57:31.000000,Rizky Fiarno,1,,com.tokopedia.tkpd,Tokopedia,Negatif
selamat tinggal Tokopedia. mohon maaf kami sekarang pindah ke toko lain. terima kasih dan mohon maaf.,1,2026-04-30T23:14:13.000000,Salafy Kalimantan Indonesia (Salafy Indonesia),0,3.353.0,com.tokopedia.tkpd,Tokopedia,Negatif
saya belanja LCD hp di Tokopedia beli 2 yang dikirim 1 lalu saya retur Kok kenapa transaksinya dihapus uang tidak dikembalikan alamat rumah saya juga dihapus ini pelakunya oknum dari karyawan Tokopedia atau dari sellernya Saya mau lapor nggak bisa karena yang jawab robot saya dimintain nomor invoice tapi nggak ada orang transaksinya juga di hapus alamat rumah saya dihapus uang tidak dikembalikan...parah banget tokopedia bisa-bisanya ada oknum menggelapkan uang saya barang retur uang tidak balik,1,2026-05-03T06:05:48.000000,IRFAN MAULANA,0,,com.tokopedia.tkpd,Tokopedia,Negatif
tambah malas gopay leter udah gak bisa gofood ongkir y skrng mahal banget mending pake shopee food gofood jelek terlalu mahal,1,2026-05-08T08:37:03.000000,Pilus Putri,0,,com.gojek.app,Gojek,Negatif
"Layanan tokopedia card sangat buruk, tagihan sudah terbayar lunas melalui brimo namun tagihan tetap berjalan dan terkena pinalti. Pihak tokopedia juga tidak menyediakan live chat sehingga permasalahan ini tidak bisa selesai. Uang cicilan yang saya bayarkan pun tidak dikembalikan padahal sebelumnya sudah lunas",1,2026-05-10T05:55:12.000000,Marcelino Rendra,9,3.363.0,com.tokopedia.tkpd,Tokopedia,Negatif
alway love you,5,2026-04-15T13:50:34.000000,DanisWara,0,3.359.0,com.tokopedia.tkpd,Tokopedia,Positif
